SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER,DELIV_LACS,DATE
JAYSREETEA,EQ, 19-Feb-2021,66.75,67.35,68.5,65.8,67.0,66.85,67.13,169629,113.88,1738,75291,44.39,50,20210219
CREATIVE,EQ, 19-Feb-2021,104.9,103.0,108.35,103.0,105.6,104.2,104.23,59476,61.99,225,48721,81.92,50,20210219
HARITASEAT,EQ, 19-Feb-2021,725.9,729.0,732.0,716.25,716.25,719.1,722.75,10879,78.63,739,6917,63.58,49,20210219
DYNAMATECH,EQ, 19-Feb-2021,859.9,859.05,866.5,827.9,834.9,831.2,843.91,8349,70.46,826,5809,69.58,49,20210219
APOLLOPIPE,EQ, 19-Feb-2021,684.95,693.0,693.85,685.0,685.0,687.2,688.45,10978,75.58,988,6981,63.59,48,20210219
HESTERBIO,EQ, 19-Feb-2021,1758.3,1760.0,1790.95,1738.0,1742.4,1741.6,1759.22,6237,109.72,1159,2762,44.28,48,20210219
RADIOCITY,EQ, 19-Feb-2021,25.5,25.05,25.95,24.75,25.6,25.6,25.43,268725,68.34,617,188928,70.31,48,20210219
LOVABLE,EQ, 19-Feb-2021,92.95,92.9,97.4,91.0,93.05,92.0,94.25,132610,124.99,2016,51349,38.72,48,20210219
GOODLUCK,EQ, 19-Feb-2021,72.9,72.8,74.7,70.35,71.1,70.9,72.74,235968,171.65,4955,65247,27.65,47,20210219
SHARDAMOTR,EQ, 19-Feb-2021,2205.2,2185.05,2268.75,2185.05,2250.0,2247.65,2245.44,2888,64.85,535,2119,73.37,47,20210219
ORIENTBELL,EQ, 19-Feb-2021,223.1,225.9,226.15,220.15,224.55,223.1,223.1,47892,106.85,1715,21125,44.11,47,20210219
KABRAEXTRU,EQ, 19-Feb-2021,128.35,132.4,132.45,123.35,126.0,126.5,127.75,83067,106.12,1853,37477,45.12,47,20210219
SICAL,EQ, 19-Feb-2021,17.05,17.65,17.7,16.0,16.0,16.3,16.56,384686,63.72,758,286109,74.37,47,20210219
MANGALAM,EQ, 19-Feb-2021,110.9,110.9,115.0,109.45,112.0,111.3,112.55,90167,101.49,2182,41258,45.76,46,20210219
FSC,EQ, 19-Feb-2021,100.55,100.55,104.4,98.7,101.15,100.4,101.04,92273,93.23,1631,46000,49.85,46,20210219
EXPLEOSOL,EQ, 19-Feb-2021,487.4,487.5,490.95,472.0,476.0,479.3,480.23,16575,79.6,926,9548,57.6,45,20210219
CEREBRAINT,EQ, 19-Feb-2021,54.55,55.0,55.0,50.2,53.75,52.9,53.0,148751,78.85,1755,85905,57.75,45,20210219
NATHBIOGEN,EQ, 19-Feb-2021,281.35,277.15,279.9,270.05,270.9,271.0,274.07,27349,74.96,874,16451,60.15,45,20210219
GSS,EQ, 19-Feb-2021,52.15,52.15,53.8,50.2,51.7,50.9,52.39,210070,110.06,4510,85954,40.92,45,20210219
DANGEE,EQ, 19-Feb-2021,132.4,132.5,135.9,132.1,132.25,132.35,133.08,48898,65.07,288,33270,68.04,44,20210219
CIGNITITEC,EQ, 19-Feb-2021,360.0,360.0,364.9,353.2,359.95,359.1,358.72,21391,76.73,743,12401,57.97,44,20210219
PAISALO,EQ, 19-Feb-2021,840.75,825.75,845.9,810.55,845.0,840.6,835.07,13158,109.88,1089,5360,40.74,44,20210219
PDMJEPAPER,EQ, 19-Feb-2021,25.8,26.2,26.35,24.85,25.8,25.55,25.51,324335,82.75,1229,169749,52.34,43,20210219
HEXATRADEX,EQ, 19-Feb-2021,52.75,54.5,55.35,51.3,55.0,55.1,53.98,140630,75.91,490,79823,56.76,43,20210219
CUPID,EQ, 19-Feb-2021,212.75,210.0,218.95,210.0,214.0,212.8,214.34,42840,91.82,1544,20360,47.53,43,20210219
THEMISMED,EQ, 19-Feb-2021,322.65,323.35,330.45,314.8,316.0,315.85,320.13,19934,63.82,912,13514,67.79,43,20210219
RML,EQ, 19-Feb-2021,293.1,295.35,298.1,275.95,283.0,280.6,282.82,20518,58.03,1038,15086,73.53,42,20210219
SALZERELEC,EQ, 19-Feb-2021,121.6,124.0,124.0,116.0,117.9,117.05,118.41,75206,89.05,989,35633,47.38,42,20210219
WHEELS,EQ, 19-Feb-2021,483.2,484.85,505.0,482.55,487.5,484.35,494.55,22919,113.35,1603,8674,37.85,42,20210219
TI,EQ, 19-Feb-2021,29.95,30.3,30.3,29.2,30.0,29.8,29.93,311955,93.38,1411,140157,44.93,41,20210219
JASH,EQ, 19-Feb-2021,270.05,276.9,282.75,261.2,266.05,265.2,272.69,21628,58.98,539,15214,70.34,41,20210219
TIDEWATER,EQ, 19-Feb-2021,4449.7,4460.0,4460.0,4400.0,4405.0,4404.9,4425.39,1865,82.53,744,936,50.19,41,20210219
SHALBY,EQ, 19-Feb-2021,108.45,108.85,109.8,106.0,107.5,107.2,108.11,97715,105.64,1908,38343,39.24,41,20210219
BHARATWIRE,EQ, 19-Feb-2021,39.75,39.7,43.7,39.7,43.7,43.7,43.27,141146,61.07,984,95523,67.68,41,20210219
SMLISUZU,EQ, 19-Feb-2021,496.9,496.0,501.0,488.0,490.2,490.3,494.84,18560,91.84,1141,8426,45.4,41,20210219
APCL,EQ, 19-Feb-2021,209.2,212.75,213.2,206.4,208.0,207.0,209.06,30430,63.62,773,19304,63.44,40,20210219
GTPL,EQ, 19-Feb-2021,124.45,125.0,128.7,124.6,127.5,125.7,126.11,80568,101.61,1926,32059,39.79,40,20210219
SPAL,EQ, 19-Feb-2021,196.05,198.6,198.65,185.0,190.5,189.4,190.44,40387,76.91,938,20869,51.67,39,20210219
LIBERTSHOE,EQ, 19-Feb-2021,143.6,143.25,145.35,141.1,141.7,142.0,143.22,70647,101.18,1576,27323,38.68,39,20210219
5PAISA,EQ, 19-Feb-2021,256.45,259.0,265.0,255.3,258.0,257.75,260.2,25724,66.93,1213,15164,58.95,39,20210219
INDOSTAR,EQ, 19-Feb-2021,322.05,324.3,329.5,322.45,324.1,324.05,326.5,26860,87.7,1184,11949,44.49,39,20210219
MBLINFRA,EQ, 19-Feb-2021,22.05,22.7,22.7,20.95,21.25,21.2,21.25,343897,73.07,803,184558,53.67,39,20210219
HINDMOTORS,EQ, 19-Feb-2021,7.8,8.15,8.15,7.8,7.9,7.9,8.07,642872,51.87,3517,491550,76.46,39,20210219
SREINFRA,EQ, 19-Feb-2021,6.75,6.75,6.9,6.65,6.7,6.7,6.76,949559,64.2,1013,581113,61.2,39,20210219
GULFOILLUB,EQ, 19-Feb-2021,745.15,748.9,757.0,716.65,729.6,722.55,732.05,12763,93.43,2068,5306,41.57,38,20210219
ELECTCAST,EQ, 19-Feb-2021,22.15,22.2,22.5,21.6,21.95,21.9,22.06,402950,88.89,855,176048,43.69,38,20210219
BHAGERIA,EQ, 19-Feb-2021,169.05,170.0,170.3,165.9,166.05,166.65,167.55,32834,55.01,681,22723,69.21,38,20210219
RPPINFRA,EQ, 19-Feb-2021,69.8,70.35,72.35,69.5,70.1,70.1,70.71,240744,170.22,5616,54486,22.63,38,20210219
OPTOCIRCUI,EQ, 19-Feb-2021,4.05,4.0,4.0,3.8,3.9,3.85,3.89,1242694,48.4,1087,992419,79.86,38,20210219
DENORA,EQ, 19-Feb-2021,254.9,262.5,275.0,256.0,268.8,267.3,265.46,24997,66.36,961,14320,57.29,38,20210219
63MOONS,EQ, 19-Feb-2021,80.4,80.0,82.0,78.5,78.85,79.1,80.28,71042,57.03,1492,48120,67.73,38,20210219
SADBHIN,EQ, 19-Feb-2021,23.95,24.15,25.95,23.7,24.1,23.85,24.38,523291,127.57,1678,157035,30.01,38,20210219
MAWANASUG,EQ, 19-Feb-2021,35.3,35.4,36.05,34.0,34.6,34.8,35.28,158174,55.81,948,105574,66.75,37,20210219
BIRLACABLE,EQ, 19-Feb-2021,63.25,63.7,64.6,62.15,62.5,62.6,63.16,104303,65.88,1091,58846,56.42,37,20210219
IMPAL,EQ, 19-Feb-2021,691.05,688.75,710.0,688.0,707.0,703.2,697.62,7347,51.25,476,5424,73.83,37,20210219
KIOCL,EQ, 19-Feb-2021,141.55,140.65,143.4,138.7,140.6,139.8,141.58,52966,74.99,3266,26364,49.78,37,20210219
STEELXIND,EQ, 19-Feb-2021,51.65,53.5,53.5,51.0,51.25,51.55,52.52,113639,59.68,783,70870,62.36,37,20210219
INFOBEAN,EQ, 19-Feb-2021,154.15,154.2,156.5,147.15,148.75,150.0,151.76,37673,57.17,503,24044,63.82,36,20210219
CENTUM,EQ, 19-Feb-2021,443.4,442.7,465.0,434.1,434.3,438.0,448.65,18605,83.47,1387,8123,43.66,36,20210219
KOTAKNIFTY,EQ, 19-Feb-2021,157.79,157.36,158.39,156.0,157.08,156.49,157.14,233814,367.41,637,23449,10.03,36,20210219
AJMERA,EQ, 19-Feb-2021,130.15,129.65,134.0,128.1,128.45,128.65,131.07,76754,100.6,1308,28176,36.71,36,20210219
NELCAST,EQ, 19-Feb-2021,67.35,67.25,69.25,66.5,67.5,66.95,68.09,130118,88.6,1666,53610,41.2,36,20210219
THANGAMAYL,EQ, 19-Feb-2021,624.95,615.05,627.45,610.2,616.0,613.0,619.46,12181,75.46,864,5884,48.3,36,20210219
JBMA,EQ, 19-Feb-2021,406.5,406.5,408.55,400.0,402.0,403.15,404.35,19496,78.83,1209,8730,44.78,35,20210219
GTLINFRA,EQ, 19-Feb-2021,0.9,0.9,0.9,0.85,0.9,0.9,0.87,6389448,55.67,3085,4059587,63.54,35,20210219
MCLEODRUSS,EQ, 19-Feb-2021,21.25,21.25,21.8,20.6,21.15,21.05,21.28,299353,63.71,1004,168221,56.19,35,20210219
JAYBARMARU,EQ, 19-Feb-2021,249.75,248.85,254.0,242.3,245.65,244.6,247.44,28960,71.66,1000,14254,49.22,35,20210219
SPIC,EQ, 19-Feb-2021,25.15,25.15,25.4,24.5,24.55,24.6,24.84,388722,96.58,1348,143540,36.93,35,20210219
LASA,EQ, 19-Feb-2021,69.45,70.0,72.5,69.0,69.0,69.4,70.79,89507,63.37,1652,49701,55.53,35,20210219
KENNAMET,EQ, 19-Feb-2021,941.1,940.4,946.0,905.0,910.0,914.2,922.16,5711,52.66,609,3747,65.61,34,20210219
STERTOOLS,EQ, 19-Feb-2021,224.95,224.0,228.65,220.1,221.4,221.0,223.17,29164,65.09,1002,15641,53.63,34,20210219
WALCHANNAG,EQ, 19-Feb-2021,63.6,63.1,65.8,63.1,63.7,63.8,64.44,131659,84.84,2085,54288,41.23,34,20210219
GALLANTT,EQ, 19-Feb-2021,45.2,46.0,48.65,45.15,47.0,46.9,47.3,134793,63.76,1747,73193,54.3,34,20210219
AKSHARCHEM,EQ, 19-Feb-2021,256.9,259.8,259.95,250.5,253.95,251.65,253.88,21309,54.1,1519,13316,62.49,33,20210219
MAGADSUGAR,EQ, 19-Feb-2021,112.4,115.0,133.9,112.5,113.5,113.55,117.42,44036,51.71,697,28396,64.48,33,20210219
VSSL,EQ, 19-Feb-2021,135.5,138.0,139.95,135.45,135.55,135.55,136.79,32332,44.23,420,24344,75.29,33,20210219
GULPOLY,EQ, 19-Feb-2021,92.1,92.9,92.9,90.45,91.5,91.0,91.52,141438,129.45,3792,36804,26.02,33,20210219
SHEMAROO,EQ, 19-Feb-2021,69.15,69.0,72.1,63.15,70.5,68.55,69.78,124449,86.84,1553,48395,38.89,33,20210219
INDRAMEDCO,EQ, 19-Feb-2021,53.55,53.25,53.9,52.55,53.05,52.95,53.27,112398,59.87,1021,63364,56.37,33,20210219
ICRA,EQ, 19-Feb-2021,2820.1,2861.8,2861.95,2752.05,2774.9,2764.85,2785.14,1535,42.75,269,1200,78.18,33,20210219
ASAHISONG,EQ, 19-Feb-2021,262.45,262.1,264.35,253.0,259.0,258.8,259.34,23339,60.53,881,12728,54.54,33,20210219
SPTL,EQ, 19-Feb-2021,3.4,3.4,3.45,3.15,3.35,3.25,3.31,1581900,52.31,1130,1026182,64.87,33,20210219
V2RETAIL,EQ, 19-Feb-2021,144.45,146.0,146.0,141.65,145.0,143.0,143.54,32151,46.15,812,22811,70.95,32,20210219
NACLIND,EQ, 19-Feb-2021,37.8,38.9,39.5,37.45,39.5,38.75,38.22,128597,49.14,814,84732,65.89,32,20210219
PATELENG,EQ, 19-Feb-2021,14.0,14.05,14.15,13.5,13.65,13.65,13.79,323857,44.66,771,233184,72.0,32,20210219
STCINDIA,EQ, 19-Feb-2021,84.65,84.1,86.8,79.65,81.05,81.3,84.11,128828,108.35,2064,38302,29.73,32,20210219
SRHHYPOLTD,EQ, 19-Feb-2021,244.1,245.0,245.0,237.0,239.0,238.5,240.54,27736,66.72,655,13453,48.5,32,20210219
MMFL,EQ, 19-Feb-2021,484.25,484.25,489.0,465.0,474.0,469.3,479.67,10746,51.55,886,6811,63.38,32,20210219
WEBELSOLAR,EQ, 19-Feb-2021,35.2,35.2,36.6,35.2,36.35,36.1,36.05,132033,47.6,754,90166,68.29,32,20210219
GSCLCEMENT,EQ, 19-Feb-2021,35.35,35.0,35.85,34.6,34.95,34.85,35.21,168041,59.16,1142,92875,55.27,32,20210219
NITINSPIN,EQ, 19-Feb-2021,82.55,82.55,83.85,80.0,80.8,80.5,81.3,54009,43.91,618,39664,73.44,32,20210219
RSYSTEMS,EQ, 19-Feb-2021,121.15,121.7,122.8,119.1,121.0,120.2,120.85,53325,64.44,1566,26895,50.44,32,20210219
BALAJITELE,EQ, 19-Feb-2021,61.45,61.2,63.1,60.4,60.95,60.7,61.78,114727,70.88,1354,50973,44.43,31,20210219
GOLDTECH,EQ, 19-Feb-2021,10.45,10.45,12.5,10.2,12.5,12.5,12.16,619871,75.38,1605,259851,41.92,31,20210219
BFINVEST,EQ, 19-Feb-2021,285.35,284.5,292.95,284.0,288.0,286.4,287.52,35023,100.7,1723,10849,30.98,31,20210219
MMP,EQ, 19-Feb-2021,87.8,90.0,94.0,86.75,90.7,88.8,91.41,61215,55.96,1025,34129,55.75,31,20210219
RUCHIRA,EQ, 19-Feb-2021,64.15,65.75,66.8,63.6,64.5,64.4,65.2,76951,50.17,1029,48695,63.28,31,20210219
TCI,EQ, 19-Feb-2021,247.8,245.1,250.95,245.1,248.0,247.65,248.98,22825,56.83,1347,12559,55.02,31,20210219
ARIES,EQ, 19-Feb-2021,89.95,89.0,90.7,86.1,88.5,87.95,87.99,60129,52.91,1613,36074,59.99,31,20210219
SANGHVIMOV,EQ, 19-Feb-2021,111.95,111.9,114.4,110.75,114.25,113.7,112.92,36655,41.39,697,26697,72.83,30,20210219
REPL,EQ, 19-Feb-2021,188.55,193.0,193.0,180.0,182.0,183.6,184.92,22890,42.33,458,16365,71.49,30,20210219
ALLSEC,EQ, 19-Feb-2021,360.8,364.0,375.7,350.0,360.85,353.1,360.19,16214,58.4,835,8424,51.96,30,20210219
TRIGYN,EQ, 19-Feb-2021,70.35,71.9,72.8,69.4,71.15,71.05,71.37,69069,49.29,757,42686,61.8,30,20210219
VLSFINANCE,EQ, 19-Feb-2021,87.15,87.4,88.9,86.25,87.2,86.9,87.36,59566,52.04,1121,35345,59.34,30,20210219
ARROWGREEN,EQ, 19-Feb-2021,80.05,80.0,84.05,77.1,80.25,80.5,82.55,62262,51.4,1169,36357,58.39,30,20210219
BRFL,EQ, 19-Feb-2021,9.55,9.2,9.7,9.1,9.1,9.1,9.11,353469,32.19,549,334691,94.69,30,20210219
SREEL,EQ, 19-Feb-2021,145.4,148.85,148.85,145.15,145.35,145.55,145.78,30662,44.7,359,20583,67.13,30,20210219
GUJAPOLLO,EQ, 19-Feb-2021,212.6,214.8,216.75,210.95,213.45,214.8,213.34,18648,39.78,468,14173,76.0,30,20210219
PDSMFL,EQ, 19-Feb-2021,641.95,648.6,648.6,635.0,640.0,639.5,639.52,5001,31.98,232,4586,91.7,29,20210219
SETFNN50,EQ, 19-Feb-2021,366.82,381.5,392.5,357.15,361.75,364.23,362.2,11831,42.85,370,8265,69.86,29,20210219
BANARISUG,EQ, 19-Feb-2021,1572.75,1573.9,1649.0,1573.85,1595.0,1597.3,1611.56,5612,90.44,750,1815,32.34,29,20210219
PITTIENG,EQ, 19-Feb-2021,62.35,62.35,63.35,60.8,61.5,61.2,62.09,212216,131.78,2791,48010,22.62,29,20210219
AXISCADES,EQ, 19-Feb-2021,47.95,50.8,50.8,47.35,47.95,47.75,48.59,101863,49.49,899,61650,60.52,29,20210219
GMBREW,EQ, 19-Feb-2021,412.85,412.2,421.95,409.35,411.5,413.0,414.8,15143,62.81,945,6924,45.72,28,20210219
BIRLAMONEY,EQ, 19-Feb-2021,43.75,43.6,44.45,43.0,43.45,43.3,43.7,122844,53.68,1053,66004,53.73,28,20210219
PENIND,EQ, 19-Feb-2021,20.85,21.15,21.6,20.8,21.25,20.9,21.2,233355,49.46,670,127917,54.82,27,20210219
NETFMID150,EQ, 19-Feb-2021,89.16,89.59,89.79,87.43,88.0,87.84,88.37,42681,37.72,734,30948,72.51,27,20210219
VIKASECO,EQ, 19-Feb-2021,2.55,2.55,2.55,2.45,2.5,2.5,2.47,1994609,49.31,1151,1123358,56.32,27,20210219
BGRENERGY,EQ, 19-Feb-2021,44.6,44.1,45.6,42.35,43.6,43.4,44.24,166761,73.78,1762,62234,37.32,27,20210219
MAHESHWARI,EQ, 19-Feb-2021,88.05,87.0,90.9,85.75,87.0,86.5,88.47,64786,57.32,534,30925,47.73,27,20210219
AVTNPL,EQ, 19-Feb-2021,46.05,46.35,46.6,45.45,45.85,45.65,45.86,151737,69.58,1598,59212,39.02,27,20210219
CINELINE,EQ, 19-Feb-2021,40.2,42.0,42.3,40.2,41.0,40.6,41.5,216108,89.69,3744,66724,30.88,27,20210219
ZEELEARN,EQ, 19-Feb-2021,11.9,11.95,12.0,11.75,11.9,11.85,11.88,326271,38.75,876,233395,71.53,27,20210219
JBFIND,EQ, 19-Feb-2021,12.9,12.6,13.25,12.05,12.6,12.75,12.85,319114,40.99,709,213457,66.89,27,20210219
SHREYANIND,EQ, 19-Feb-2021,78.1,78.95,81.7,77.5,79.15,79.75,79.96,63712,50.94,1105,32562,51.11,26,20210219
HIRECT,EQ, 19-Feb-2021,142.25,140.05,146.0,140.05,141.8,140.95,143.14,33861,48.47,622,18574,54.85,26,20210219
SMARTLINK,EQ, 19-Feb-2021,92.4,93.0,94.8,92.0,93.0,92.75,93.18,69848,65.08,1011,28896,41.37,26,20210219
CONTROLPR,EQ, 19-Feb-2021,228.35,228.65,233.2,225.0,227.4,226.0,228.0,17592,40.11,670,11665,66.31,26,20210219
BANSWRAS,EQ, 19-Feb-2021,119.1,122.05,125.0,120.15,123.75,123.35,123.71,44319,54.83,1197,21569,48.67,26,20210219
UTIBANKETF,EQ, 19-Feb-2021,37.99,38.5,40.0,35.5,37.49,36.9,37.55,127379,47.83,1546,69275,54.38,26,20210219
RUSHIL,EQ, 19-Feb-2021,181.65,184.85,185.85,173.6,177.75,176.2,179.66,20832,37.43,915,14368,68.97,25,20210219
20MICRONS,EQ, 19-Feb-2021,36.65,37.25,37.7,36.55,36.8,36.85,37.09,127632,47.34,862,69215,54.23,25,20210219
ASTRON,EQ, 19-Feb-2021,43.65,44.0,45.7,43.2,44.55,44.45,44.72,94204,42.13,614,57984,61.55,25,20210219
JUBLINDS,EQ, 19-Feb-2021,212.6,213.75,218.0,212.7,216.75,214.15,215.42,45367,97.73,1744,11676,25.74,25,20210219
ACCELYA,EQ, 19-Feb-2021,924.1,928.65,936.65,902.0,909.55,905.5,921.48,9880,91.04,1086,2791,28.25,25,20210219
MCDHOLDING,EQ, 19-Feb-2021,37.75,37.5,39.25,37.4,38.6,38.65,38.54,77023,29.69,854,66407,86.22,25,20210219
CAPTRUST,EQ, 19-Feb-2021,84.05,86.0,86.0,79.5,79.5,79.65,80.5,45023,36.25,1182,30957,68.76,24,20210219
BROOKS,EQ, 19-Feb-2021,60.65,61.0,63.5,60.85,63.0,62.2,62.37,60664,37.84,627,39262,64.72,24,20210219
MENONBE,EQ, 19-Feb-2021,59.05,59.25,61.75,57.5,58.15,58.05,59.93,72827,43.64,837,40461,55.56,24,20210219
MEGASOFT,EQ, 19-Feb-2021,9.95,9.85,10.1,9.75,9.95,9.95,10.0,263729,26.37,683,248374,94.18,24,20210219
IMAGICAA,EQ, 19-Feb-2021,6.35,6.65,6.85,5.8,6.3,6.25,6.47,635356,41.12,1271,383659,60.38,24,20210219
DICIND,EQ, 19-Feb-2021,398.0,399.3,406.0,397.9,399.85,399.2,400.74,8978,35.98,389,5767,64.23,23,20210219
SIMPLEXINF,EQ, 19-Feb-2021,36.2,36.2,37.0,36.1,36.95,36.7,36.53,90573,33.09,575,63851,70.5,23,20210219
NOVARTIND,EQ, 19-Feb-2021,617.8,621.0,621.0,607.0,608.5,609.0,612.74,6588,40.37,678,3891,59.06,23,20210219
BIGBLOC,EQ, 19-Feb-2021,131.05,131.1,132.9,127.95,129.0,129.0,129.15,31880,41.17,900,17897,56.14,23,20210219
KAKATCEM,EQ, 19-Feb-2021,168.75,169.0,173.9,168.0,169.1,168.25,170.8,27357,46.72,781,13789,50.4,23,20210219
GANDHITUBE,EQ, 19-Feb-2021,277.95,281.5,285.05,266.85,271.05,273.15,273.39,14563,39.81,822,8666,59.51,23,20210219
ICICINF100,EQ, 19-Feb-2021,165.39,171.0,180.3,162.0,162.1,162.33,164.6,22687,37.34,223,14434,63.62,23,20210219
KAYA,EQ, 19-Feb-2021,327.0,326.35,332.7,315.75,324.9,322.0,326.44,15460,50.47,651,7232,46.78,23,20210219
VADILALIND,EQ, 19-Feb-2021,859.35,855.05,879.65,845.0,859.25,854.05,860.74,6896,59.36,620,2730,39.59,23,20210219
ATFL,EQ, 19-Feb-2021,864.6,887.0,887.0,846.7,851.0,852.95,860.34,5128,44.12,616,2747,53.57,23,20210219
MEP,EQ, 19-Feb-2021,16.3,16.3,16.75,16.2,16.5,16.4,16.45,240660,39.59,623,138856,57.7,22,20210219
JPINFRATEC,EQ, 19-Feb-2021,1.7,1.65,1.7,1.65,1.65,1.65,1.66,2085046,34.55,880,1333184,63.94,22,20210219
DONEAR,EQ, 19-Feb-2021,33.35,34.2,35.5,32.9,34.2,33.85,34.39,137523,47.3,839,64024,46.56,22,20210219
RANASUG,EQ, 19-Feb-2021,6.8,6.95,7.0,6.75,6.9,6.85,6.91,458287,31.69,486,332518,72.56,22,20210219
WENDT,EQ, 19-Feb-2021,3297.85,3276.0,3349.7,3270.5,3320.1,3320.95,3296.41,1049,34.58,345,640,61.01,21,20210219
KINGFA,EQ, 19-Feb-2021,586.05,592.5,592.5,567.15,570.0,573.35,576.43,6820,39.31,658,3651,53.53,21,20210219
NDTV,EQ, 19-Feb-2021,50.55,51.4,51.55,49.7,50.1,50.25,50.84,64805,32.95,591,43124,66.54,21,20210219
UTTAMSUGAR,EQ, 19-Feb-2021,94.55,95.9,96.9,93.6,94.6,94.3,95.19,61362,58.41,1104,22564,36.77,21,20210219
SUPREMEENG,EQ, 19-Feb-2021,27.0,27.95,28.35,25.65,25.7,25.85,26.77,124308,33.28,204,78599,63.23,21,20210219
SUPERHOUSE,EQ, 19-Feb-2021,127.65,127.15,132.0,125.7,127.2,126.7,128.94,38077,49.1,785,16716,43.9,21,20210219
VARDHACRLC,EQ, 19-Feb-2021,38.55,38.7,39.9,37.6,37.75,38.1,38.99,77616,30.26,396,55965,72.1,21,20210219
ORIENTALTL,EQ, 19-Feb-2021,8.0,7.8,8.8,7.5,8.05,8.15,8.22,637789,52.4,1194,265396,41.61,21,20210219
VASCONEQ,EQ, 19-Feb-2021,17.5,17.0,18.15,17.0,17.2,17.2,17.54,231596,40.62,683,114249,49.33,20,20210219
EMMBI,EQ, 19-Feb-2021,81.15,82.3,82.3,79.05,80.25,80.2,80.11,62985,50.46,990,25388,40.31,20,20210219
TRF,EQ, 19-Feb-2021,99.1,101.85,103.6,97.3,98.05,98.15,100.88,37200,37.53,864,19836,53.32,20,20210219
ADSL,EQ, 19-Feb-2021,38.25,37.75,38.75,37.5,37.8,37.7,37.71,73970,27.9,690,54441,73.6,20,20210219
PRESSMN,EQ, 19-Feb-2021,26.05,26.05,27.35,24.4,25.3,24.8,26.25,178325,46.82,1109,77278,43.34,20,20210219
MPSLTD,EQ, 19-Feb-2021,469.2,471.4,472.1,455.35,464.3,458.05,463.0,7299,33.79,470,4422,60.58,20,20210219
SARLAPOLY,EQ, 19-Feb-2021,25.95,26.7,26.7,25.2,25.3,25.35,25.84,152882,39.51,581,77893,50.95,20,20210219
EBBETF0423,EQ, 19-Feb-2021,1108.46,1107.6,1108.99,1107.57,1107.82,1108.05,1108.38,2198,24.36,79,1779,80.94,19,20210219
PARACABLES,EQ, 19-Feb-2021,8.6,8.6,8.7,8.4,8.45,8.45,8.5,286969,24.4,394,224332,78.17,19,20210219
TERASOFT,EQ, 19-Feb-2021,43.4,42.1,43.85,41.25,41.3,41.35,42.13,76282,32.14,1072,45482,59.62,19,20210219
ISFT,EQ, 19-Feb-2021,69.35,69.35,69.75,65.9,66.0,65.95,66.6,43810,29.18,621,29188,66.62,19,20210219
VISHWARAJ,EQ, 19-Feb-2021,131.25,134.5,138.0,130.0,138.0,135.2,134.81,63869,86.1,1243,14164,22.18,19,20210219
SATIA,EQ, 19-Feb-2021,80.1,80.7,82.0,78.85,80.3,79.7,80.69,53215,42.94,973,24483,46.01,19,20210219
ICICINXT50,EQ, 19-Feb-2021,36.06,36.85,42.0,35.08,35.48,35.47,36.04,66816,24.08,422,50983,76.3,18,20210219
ROLTA,EQ, 19-Feb-2021,4.1,4.05,4.3,4.05,4.3,4.3,4.25,564454,23.98,4287,434510,76.98,18,20210219
RTNINFRA,EQ, 19-Feb-2021,7.05,7.1,7.15,6.9,6.95,6.9,6.97,350290,24.43,543,271612,77.54,18,20210219
SITINET,EQ, 19-Feb-2021,1.05,1.05,1.05,1.0,1.05,1.0,1.01,2932912,29.63,966,1815817,61.91,18,20210219
ALPA,EQ, 19-Feb-2021,41.75,41.8,42.0,40.55,41.4,41.25,41.17,82945,34.15,709,44328,53.44,18,20210219
DVL,EQ, 19-Feb-2021,87.25,86.75,89.7,84.85,85.1,85.75,86.84,32655,28.36,690,21834,66.86,18,20210219
SAKUMA,EQ, 19-Feb-2021,5.45,5.55,5.6,5.4,5.5,5.45,5.49,510449,28.0,633,337548,66.13,18,20210219
AKSHOPTFBR,EQ, 19-Feb-2021,7.05,7.05,7.15,6.75,6.9,6.95,6.93,417433,28.92,532,272880,65.37,18,20210219
HDFCSENETF,EQ, 19-Feb-2021,548.91,598.9,598.9,544.0,547.0,546.88,547.46,3847,21.06,230,3384,87.96,18,20210219
ZUARI,EQ, 19-Feb-2021,94.65,94.5,95.9,93.05,93.45,93.25,94.55,38109,36.03,652,19878,52.16,18,20210219
NDRAUTO,EQ, 19-Feb-2021,254.9,248.2,254.8,243.4,245.7,244.7,248.44,10749,26.7,320,7388,68.73,18,20210219
GEECEE,EQ, 19-Feb-2021,93.55,93.1,94.5,91.6,91.65,92.9,93.09,27290,25.41,582,19580,71.75,18,20210219
CONSOFINVT,EQ, 19-Feb-2021,41.7,40.3,45.0,40.3,42.1,42.05,43.3,41197,17.84,89,40045,97.2,17,20210219
CORDSCABLE,EQ, 19-Feb-2021,43.1,43.6,44.25,42.7,43.1,43.05,43.38,66728,28.95,585,39576,59.31,17,20210219
UGARSUGAR,EQ, 19-Feb-2021,16.4,16.25,16.45,15.55,15.7,15.7,15.9,212870,33.84,797,109682,51.53,17,20210219
MUKANDLTD,EQ, 19-Feb-2021,64.95,64.95,64.95,62.6,63.0,62.85,63.41,42626,27.03,760,28334,66.47,17,20210219
