"SYMBOL","DATE1","PREV_CLOSE","CLOSE_PRICE","AVG_PRICE","TTL_TRD_QNTY","TURNOVER_LACS","NO_OF_TRADES","DELIV_QTY","DELIV_PER","DELIV_LACS"
"LICHSGFIN"," 12-Apr-2021","415.7","383.15","387.56","7149229","27707.9","99783","3520927","49.25","13645"
"ULTRACEMCO"," 12-Apr-2021","6825.85","6509.4","6586.02","585717","38575.45","61530","206758","35.3","13617"
"CADILAHC"," 12-Apr-2021","514.45","499.7","517.12","26881035","139007.61","315034","2569723","9.56","13288"
"M&M"," 12-Apr-2021","791.15","751.5","754.12","4628388","34903.73","153890","1692201","36.56","12761"
"ASIANPAINT"," 12-Apr-2021","2630.8","2602.2","2587.63","1427691","36943.31","81793","493010","34.53","12757"
"APOLLOHOSP"," 12-Apr-2021","3132.15","3004.75","3030.06","961549","29135.48","51087","418747","43.55","12688"
"TCS"," 13-Apr-2021","3246.55","3104.05","3116.13","8654596","269688.84","436638","3104217","35.87","96731"
"RELIANCE"," 13-Apr-2021","1911.15","1931.8","1931.39","8958261","173018.9","206237","4960483","55.37","95806"
"INFY"," 13-Apr-2021","1425.75","1397.15","1394.92","14855206","207218.14","453578","6428451","43.27","89671"
"HDFCBANK"," 13-Apr-2021","1367.05","1400.35","1383.23","9300341","128645.36","189809","4769084","51.28","65967"
"ADANIPORTS"," 13-Apr-2021","744.65","731.05","723.89","52812517","382303.12","655274","8937704","16.92","64699"
"ICICIBANK"," 13-Apr-2021","538.55","560.6","554.46","25445897","141086.6","298088","11063465","43.48","61342"
"HDFC"," 13-Apr-2021","2419.85","2512.95","2468.59","3832030","94597.25","196531","2452351","64.0","60538"
"SBIN"," 13-Apr-2021","328.85","341.0","336.4","49773360","167438.66","319183","10870967","21.84","36569"
"HCLTECH"," 13-Apr-2021","1009.4","983.4","991.02","7773994","77042.19","191456","3429972","44.12","33991"
"DRREDDY"," 13-Apr-2021","4996.95","4777.3","4881.45","3937234","192193.95","249793","682609","17.34","33321"
"KOTAKBANK"," 13-Apr-2021","1742.5","1775.85","1753.75","3118742","54694.8","119311","1590289","50.99","27889"
"M&M"," 13-Apr-2021","751.5","811.25","794.88","12501628","99373.47","226756","3226959","25.81","25650"
"HINDUNILVR"," 13-Apr-2021","2462.0","2454.4","2468.56","1811781","44724.86","109529","1009633","55.73","24923"
"TECHM"," 13-Apr-2021","1039.85","1001.85","1002.91","6448995","64677.68","120182","2401702","37.24","24086"
"BAJFINANCE"," 13-Apr-2021","4511.0","4728.75","4660.26","3175019","147964.1","204148","516743","16.28","24081"
"AXISBANK"," 13-Apr-2021","635.6","661.0","651.67","12737650","83007.66","163562","3669536","28.81","23913"
"CHOLAFIN"," 13-Apr-2021","510.85","532.45","533.86","12185363","65053.2","112387","4420630","36.28","23599"
"TATAMOTORS"," 13-Apr-2021","286.55","302.85","293.11","116874853","342566.51","571436","8020613","6.86","23509"
"WIPRO"," 13-Apr-2021","432.6","418.95","420.89","20420320","85947.11","186965","5109038","25.02","21503"
"BAJAJFINSV"," 13-Apr-2021","9163.15","9806.7","9587.77","830915","79666.25","100243","200600","24.14","19233"
"MARUTI"," 13-Apr-2021","6520.6","6815.8","6733.61","995718","67047.76","107496","283343","28.46","19079"
"TATASTEEL"," 13-Apr-2021","851.55","879.0","868.07","20428502","177332.72","246512","2169612","10.62","18833"
"ULTRACEMCO"," 13-Apr-2021","6509.4","6604.45","6583.51","551188","36287.53","59515","250875","45.52","16516"
"CIPLA"," 13-Apr-2021","902.4","885.2","899.74","11667200","104974.57","185356","1657842","14.21","14916"
"HDFCLIFE"," 13-Apr-2021","687.3","706.1","702.01","4171978","29287.82","65460","1970268","47.23","13831"
"ITC"," 13-Apr-2021","205.3","208.7","207.75","20247639","42064.23","133141","6523657","32.22","13552"
"SAIL"," 13-Apr-2021","84.7","90.7","87.95","64322836","56570.07","132236","15305294","23.79","13461"
"SRTRANSFIN"," 13-Apr-2021","1300.9","1382.3","1368.78","4250473","58179.79","100873","926359","21.79","12679"
"INDUSINDBK"," 13-Apr-2021","844.4","877.4","864.62","6778840","58611.54","147907","1426597","21.04","12334"
"MOTHERSUMI"," 13-Apr-2021","200.7","211.6","208.04","19359300","40275.12","143995","5836553","30.15","12142"
"JSWSTEEL"," 13-Apr-2021","604.15","630.35","617.66","26091257","161155.87","272622","1904545","7.3","11763"
"VOLTAS"," 13-Apr-2021","950.3","958.25","954.97","2632686","25141.29","59311","1231700","46.78","11762"
"BHARTIARTL"," 13-Apr-2021","522.45","536.15","530.96","6535007","34698.01","90447","2169720","33.2","11520"
"AUBANK"," 13-Apr-2021","1076.5","1080.8","1070.77","2453716","26273.54","121976","1035521","42.2","11088"
"TITAN"," 13-Apr-2021","1510.45","1530.6","1535.62","1880575","28878.4","73400","716973","38.13","11009"
"PIDILITIND"," 13-Apr-2021","1849.3","1798.95","1813.86","1091112","19791.28","48376","605483","55.49","10982"
"GAIL"," 13-Apr-2021","132.75","138.9","137.41","19451005","26728.24","64723","7934451","40.79","10902"
"SHREECEM"," 13-Apr-2021","29881.05","30356.05","30382.43","91665","27850.05","29098","35243","38.45","10707"
"SUNPHARMA"," 13-Apr-2021","619.35","627.35","625.19","7399207","46259.33","123746","1698306","22.95","10617"
"DLF"," 13-Apr-2021","246.6","255.7","253.61","16183485","41043.62","102566","4100366","25.34","10398"
"LT"," 13-Apr-2021","1345.15","1373.7","1368.46","2063654","28240.33","85120","749494","36.32","10256"
"HINDALCO"," 13-Apr-2021","336.2","348.7","344.75","12942071","44617.32","163479","2922189","22.58","10074"
"LALPATHLAB"," 13-Apr-2021","3336.55","2947.95","3093.77","1583637","48994.13","120573","318641","20.12","9858"
"ASIANPAINT"," 13-Apr-2021","2602.2","2570.7","2587.13","1200230","31051.54","70840","374604","31.21","9691"
"NESTLEIND"," 13-Apr-2021","17501.7","17168.85","17247.47","110527","19063.11","20032","53794","48.67","9278"
"LAURUSLABS"," 13-Apr-2021","416.5","439.8","434.97","7133941","31030.47","94466","2102795","29.48","9146"
"FEDERALBNK"," 13-Apr-2021","71.2","77.0","74.57","39859534","29723.05","71754","12258298","30.75","9141"
"TATAPOWER"," 13-Apr-2021","92.2","95.85","94.46","76861733","72602.04","205189","9596868","12.49","9065"
"IDFCFIRSTB"," 13-Apr-2021","50.55","54.05","52.73","62994327","33216.0","117177","17178733","27.27","9058"
"POWERGRID"," 13-Apr-2021","201.15","208.75","207.02","11154981","23093.51","61578","4227998","37.9","8752"
"INFY"," 15-Apr-2021","1397.15","1360.75","1347.38","25342491","341459.36","678751","10516044","41.5","141691"
"HDFCBANK"," 15-Apr-2021","1400.35","1430.1","1410.25","17222492","242879.67","317928","9464480","54.95","133472"
"ICICIBANK"," 15-Apr-2021","560.6","575.2","567.41","37614884","213430.8","319800","18418969","48.97","104511"
"TCS"," 15-Apr-2021","3104.05","3218.95","3168.14","6062760","192076.56","219212","3038656","50.12","96268"
"RELIANCE"," 15-Apr-2021","1931.8","1944.3","1933.33","9102492","175981.49","189159","4483830","49.26","86687"
"HDFC"," 15-Apr-2021","2512.95","2547.15","2527.23","4201633","106185.0","147895","2455847","58.45","62064"
"HINDUNILVR"," 15-Apr-2021","2454.4","2460.65","2451.04","3352379","82168.29","104105","2318209","69.15","56820"
"BAJFINANCE"," 15-Apr-2021","4728.75","4660.3","4647.44","2897185","134644.92","189454","998685","34.47","46413"
"MARUTI"," 15-Apr-2021","6815.8","6644.25","6640.08","1267365","84154.1","138313","581577","45.89","38617"
"SBIN"," 15-Apr-2021","341.0","342.7","341.7","52992349","181074.35","325566","10616930","20.03","36278"
"WIPRO"," 15-Apr-2021","418.95","430.7","428.6","26758891","114688.3","220999","8256473","30.86","35387"
"HCLTECH"," 15-Apr-2021","983.4","991.9","976.91","7430279","72587.37","210308","3553281","47.82","34712"
"AXISBANK"," 15-Apr-2021","661.0","668.85","663.54","15195951","100831.31","211651","5118158","33.68","33961"
"TATASTEEL"," 15-Apr-2021","879.0","898.2","895.21","21856357","195660.19","285071","3380477","15.47","30262"
"KOTAKBANK"," 15-Apr-2021","1775.85","1773.25","1774.6","3546886","62942.87","131698","1699454","47.91","30158"
"HINDALCO"," 15-Apr-2021","348.7","353.55","356.24","21825520","77750.58","209937","7264461","33.28","25878"
"SAIL"," 15-Apr-2021","90.7","92.8","92.68","120105992","111311.04","230139","24459128","20.36","22668"
"TECHM"," 15-Apr-2021","1001.85","993.15","992.52","4373215","43404.86","109988","2161676","49.43","21455"
"TATAMOTORS"," 15-Apr-2021","302.85","303.5","301.87","75262749","227194.53","397148","7009105","9.31","21158"
"BAJAJFINSV"," 15-Apr-2021","9806.7","9739.7","9694.01","587504","56952.72","91201","197282","33.58","19124"
"EICHERMOT"," 15-Apr-2021","2493.85","2412.6","2402.18","1979939","47561.79","98405","783242","39.56","18814"
"BHARTIARTL"," 15-Apr-2021","536.15","539.35","538.26","9805711","52780.34","104489","3407798","34.75","18342"
"DABUR"," 15-Apr-2021","560.25","572.05","567.05","5336354","30259.57","92408","3224828","60.43","18286"
"SUNPHARMA"," 15-Apr-2021","627.35","633.25","635.15","8588761","54551.92","131766","2815660","32.78","17883"
"LT"," 15-Apr-2021","1373.7","1374.65","1369.08","2625838","35949.71","107649","1260661","48.01","17259"
"BPCL"," 15-Apr-2021","409.4","404.85","406.2","7220179","29328.44","81822","4005454","55.48","16270"
"ITC"," 15-Apr-2021","208.7","206.7","207.4","17530742","36359.45","126577","7808066","44.54","16193"
"AUROPHARMA"," 15-Apr-2021","909.25","915.25","917.43","4393581","40308.17","121701","1569054","35.71","14394"
"GLENMARK"," 15-Apr-2021","511.35","536.95","540.43","13413739","72491.35","229208","2605346","19.42","14080"
"ADANIPORTS"," 15-Apr-2021","731.05","750.35","740.39","26108614","193306.54","335056","1749254","6.7","12951"
"SRTRANSFIN"," 15-Apr-2021","1382.3","1380.65","1353.2","3590357","48584.77","88724","928329","25.86","12562"
"M&M"," 15-Apr-2021","811.25","805.1","797.75","5256004","41929.53","135199","1453659","27.66","11596"
"DRREDDY"," 15-Apr-2021","4777.3","4845.55","4837.45","1386901","67090.69","96985","237059","17.09","11467"
"NESTLEIND"," 15-Apr-2021","17168.85","16875.65","16945.04","118314","20048.36","23173","65138","55.06","11037"
"BANDHANBNK"," 15-Apr-2021","331.9","326.2","327.66","11119030","36432.76","110169","3331085","29.96","10914"
"CIPLA"," 15-Apr-2021","885.2","914.2","912.14","13218002","120567.25","254586","1195634","9.05","10905"
"ASIANPAINT"," 15-Apr-2021","2570.7","2587.7","2568.5","1209829","31074.4","67289","416760","34.45","10704"
"AUBANK"," 15-Apr-2021","1080.8","1055.45","1072.37","2332608","25014.13","77741","996819","42.73","10689"
"ULTRACEMCO"," 15-Apr-2021","6604.45","6539.3","6499.38","490675","31890.81","55379","162974","33.21","10592"
"JSWSTEEL"," 15-Apr-2021","630.35","629.1","628.6","24006650","150906.72","256928","1678951","6.99","10553"
"ASTRAL"," 15-Apr-2021","1440.85","1525.65","1521.22","1170357","17803.73","63913","656650","56.11","9989"
"AMBUJACEM"," 15-Apr-2021","302.3","295.2","295.93","9069002","26837.99","65368","3321911","36.63","9830"
"BRITANNIA"," 15-Apr-2021","3746.0","3692.7","3704.88","494464","18319.31","38003","263843","53.36","9775"
"ATGL"," 15-Apr-2021","1038.9","1113.55","1085.93","2900383","31496.19","108128","898622","30.98","9758"
"TATACONSUM"," 15-Apr-2021","663.95","659.3","658.3","3193956","21025.92","55675","1447937","45.33","9531"
"TITAN"," 15-Apr-2021","1530.6","1538.55","1531.1","1313429","20109.85","56059","616800","46.96","9443"
"SBICARD"," 15-Apr-2021","898.0","905.55","896.03","1874017","16791.67","58025","1043978","55.71","9354"
"UPL"," 15-Apr-2021","604.6","607.35","608.2","7395673","44980.19","101576","1530314","20.69","9307"
"NAUKRI"," 15-Apr-2021","4556.85","4580.5","4481.13","754385","33804.97","64082","200161","26.53","8969"
"GRASIM"," 15-Apr-2021","1392.2","1349.25","1343.53","2008929","26990.61","61106","665921","33.15","8946"
"WIPRO"," 16-Apr-2021","430.7","469.2","464.06","109361636","507500.32","793471","20785895","19.01","96459"
"RELIANCE"," 16-Apr-2021","1944.3","1932.1","1935.23","7225679","139833.64","206958","3583568","49.59","69350"
"INFY"," 16-Apr-2021","1360.75","1353.75","1358.97","10879878","147853.93","285474","5019567","46.14","68214"
"ICICIBANK"," 16-Apr-2021","575.2","566.95","569.62","24045008","136966.12","259366","10755676","44.73","61266"
"HDFCBANK"," 16-Apr-2021","1430.1","1428.65","1436.06","7803263","112059.43","188460","3843600","49.26","55196"
"HDFC"," 16-Apr-2021","2547.15","2574.05","2572.39","3133311","80600.93","126445","1827639","58.33","47014"
"CIPLA"," 16-Apr-2021","914.2","938.05","929.61","13746268","127786.81","221996","5019694","36.52","46663"
"TCS"," 16-Apr-2021","3218.95","3195.15","3209.11","3224657","103482.88","123918","1401641","43.47","44980"
"KOTAKBANK"," 16-Apr-2021","1773.25","1764.1","1771.93","2912279","51603.44","125051","1927232","66.18","34149"
"AXISBANK"," 16-Apr-2021","668.85","669.2","668.26","12242522","81812.24","166076","4969774","40.59","33211"
"LT"," 16-Apr-2021","1374.65","1359.15","1373.11","3752588","51527.19","106004","2327307","62.02","31956"
"BAJFINANCE"," 16-Apr-2021","4660.3","4616.6","4644.03","2142648","99505.28","148104","621923","29.03","28882"
"SBIN"," 16-Apr-2021","342.7","339.9","342.01","37766793","129165.61","237384","8246382","21.84","28203"
"TATAMOTORS"," 16-Apr-2021","303.5","310.0","310.71","75330709","234060.78","408104","8967594","11.9","27863"
"ADANIPORTS"," 16-Apr-2021","750.35","755.5","770.01","41791181","321794.4","499686","3455564","8.27","26608"
"TATASTEEL"," 16-Apr-2021","898.2","890.25","901.15","17398598","156788.27","217303","2786663","16.02","25112"
"ASIANPAINT"," 16-Apr-2021","2587.7","2663.7","2661.98","2760777","73491.46","126733","932921","33.79","24834"
"MARUTI"," 16-Apr-2021","6644.25","6648.1","6680.14","1000325","66823.14","81274","342948","34.28","22909"
"HINDALCO"," 16-Apr-2021","353.55","370.0","369.59","28438547","105107.28","214882","5922215","20.82","21887"
"HCLTECH"," 16-Apr-2021","991.9","1012.75","1009.97","4677808","47244.45","80815","2120186","45.32","21413"
"CADILAHC"," 16-Apr-2021","504.7","527.1","520.58","15428933","80320.7","169929","3956437","25.64","20596"
"M&M"," 16-Apr-2021","805.1","821.65","826.52","6915568","57158.52","163099","2231752","32.27","18445"
"SUNPHARMA"," 16-Apr-2021","633.25","646.05","640.54","9804095","62798.78","131623","2755396","28.1","17649"
"SBICARD"," 16-Apr-2021","905.55","973.7","960.32","5938047","57024.19","177014","1816067","30.58","17440"
"ATGL"," 16-Apr-2021","1113.55","1134.7","1148.19","2545154","29223.16","63793","1445708","56.8","16599"
"HINDUNILVR"," 16-Apr-2021","2460.65","2458.9","2458.55","1225517","30130.01","56380","664692","54.24","16341"
"BHARTIARTL"," 16-Apr-2021","539.35","540.75","541.28","6157781","33330.66","68143","2882361","46.81","15601"
"AUROPHARMA"," 16-Apr-2021","915.25","953.0","937.91","4381580","41095.44","83268","1593789","36.37","14948"
"ADANIENT"," 16-Apr-2021","1129.95","1159.0","1163.18","10661068","124007.3","196992","1265227","11.87","14716"
"ULTRACEMCO"," 16-Apr-2021","6539.3","6715.2","6711.46","636917","42746.42","54229","202250","31.75","13573"
"BPCL"," 16-Apr-2021","404.85","413.8","416.08","11146313","46378.07","111117","3232354","29.0","13449"
"POWERGRID"," 16-Apr-2021","207.8","209.85","211.78","12386729","26232.7","69653","6022925","48.62","12755"
"DABUR"," 16-Apr-2021","572.05","575.0","574.71","3675431","21123.09","103712","2146495","58.4","12336"
"JSWSTEEL"," 16-Apr-2021","629.1","619.4","627.62","14389029","90308.71","137539","1847978","12.84","11598"
"SRTRANSFIN"," 16-Apr-2021","1380.65","1378.0","1382.6","2401238","33199.47","58020","824784","34.35","11403"
"ITC"," 16-Apr-2021","206.7","207.95","208.25","13311926","27722.65","82765","5335862","40.08","11111"
"HDFCLIFE"," 16-Apr-2021","694.45","690.65","692.83","2784995","19295.22","44089","1590726","57.12","11021"
"GLENMARK"," 16-Apr-2021","536.95","571.9","561.65","11468653","64413.39","180348","1962080","17.11","11020"
"BAJAJFINSV"," 16-Apr-2021","9739.7","9824.75","9823.88","400132","39308.47","54931","111651","27.9","10968"
"EMAMILTD"," 16-Apr-2021","529.45","543.55","539.46","2495829","13464.1","20179","2030344","81.35","10952"
"ICICIPRULI"," 16-Apr-2021","456.0","451.05","452.6","3824516","17309.76","36063","2325330","60.8","10524"
"DRREDDY"," 16-Apr-2021","4845.55","4893.25","4884.44","1198029","58517.01","82710","213502","17.82","10428"
"SAIL"," 16-Apr-2021","92.8","91.6","93.2","39292380","36621.03","101321","11042391","28.1","10291"
"TECHM"," 16-Apr-2021","993.15","1010.3","1005.79","2660763","26761.81","59313","1022838","38.44","10287"
"INDUSINDBK"," 16-Apr-2021","858.35","862.95","860.12","5338683","45919.15","102179","1113789","20.86","9579"
"VEDL"," 16-Apr-2021","225.35","231.8","230.89","11975438","27649.97","63978","4118441","34.39","9509"
"TATAPOWER"," 16-Apr-2021","94.15","97.15","96.47","49515934","47767.12","132444","9160806","18.5","8837"
"BIOCON"," 16-Apr-2021","404.6","412.85","408.97","5669099","23185.13","58568","2134404","37.65","8729"
"LIQUIDBEES"," 16-Apr-2021","1000.0","999.99","1000.0","1082073","10820.72","4100","843651","77.97","8436"
"ONGC"," 16-Apr-2021","105.1","107.3","106.79","21627285","23096.7","77462","7846497","36.28","8379"
"INFY"," 19-Apr-2021","1353.75","1362.55","1359.57","12508028","170055.47","260647","5617272","44.91","76370"
"HDFCBANK"," 19-Apr-2021","1428.65","1412.4","1393.68","12034621","167723.59","325777","5446700","45.26","75909"
"RELIANCE"," 19-Apr-2021","1932.1","1901.7","1902.57","8527967","162250.6","271570","3886582","45.57","73944"
"ICICIBANK"," 19-Apr-2021","566.95","559.75","547.46","28526176","156168.32","301440","13059152","45.78","71493"
"BAJFINANCE"," 19-Apr-2021","4616.6","4479.6","4435.76","3426507","151991.61","251715","1107890","32.33","49143"
"HDFC"," 19-Apr-2021","2574.05","2492.35","2484.26","3550890","88213.43","150346","1875490","52.82","46592"
"TCS"," 19-Apr-2021","3195.15","3161.8","3164.13","2679106","84770.31","126444","1340909","50.05","42428"
"SBIN"," 19-Apr-2021","339.9","331.15","326.36","53304377","173963.46","396759","11353181","21.3","37052"
"AXISBANK"," 19-Apr-2021","669.2","648.15","638.98","17292072","110492.63","296870","5725586","33.11","36585"
"KOTAKBANK"," 19-Apr-2021","1764.1","1700.75","1694.07","3865423","65482.88","154039","2045696","52.92","34655"
"LT"," 19-Apr-2021","1359.15","1310.45","1326.27","4157065","55134.08","146317","2439476","58.68","32354"
"WIPRO"," 19-Apr-2021","469.2","472.75","470.56","43809855","206151.38","369723","6830051","15.59","32139"
"CIPLA"," 19-Apr-2021","938.05","946.3","945.66","17805574","168379.3","315326","3365829","18.9","31829"
"LODHA"," 19-Apr-2021","486.0","465.25","464.16","11051365","51296.54","189323","6643235","60.11","30835"
"BAJAJFINSV"," 19-Apr-2021","9824.75","9469.9","9501.23","697435","66264.88","117451","283236","40.61","26910"
"APOLLOHOSP"," 19-Apr-2021","3061.0","3157.4","3171.0","3552506","112649.93","169682","822245","23.15","26073"
"ADANIPORTS"," 19-Apr-2021","755.5","720.95","721.84","22935238","165555.24","290362","3547157","15.47","25604"
"HINDUNILVR"," 19-Apr-2021","2458.9","2436.65","2433.96","1746316","42504.71","71578","1047352","59.97","25492"
"TATASTEEL"," 19-Apr-2021","890.25","888.05","885.77","19146996","169598.13","255168","2411869","12.6","21363"
"MARUTI"," 19-Apr-2021","6648.1","6511.75","6477.28","772219","50018.77","94720","323706","41.92","20967"
"TATAMOTORS"," 19-Apr-2021","310.0","301.4","299.92","65791784","197320.92","368946","6807491","10.35","20417"
"HCLTECH"," 19-Apr-2021","1012.75","994.6","1008.95","6239343","62952.07","141513","1916983","30.72","19341"
"INDUSINDBK"," 19-Apr-2021","862.95","832.0","822.32","8550122","70309.3","155119","2277543","26.64","18728"
"HDFCLIFE"," 19-Apr-2021","690.65","665.95","667.51","4936620","32952.24","127450","2774896","56.21","18522"
"DRREDDY"," 19-Apr-2021","4893.25","4968.1","4942.02","1843928","91127.24","135368","373386","20.25","18452"
"SUNPHARMA"," 19-Apr-2021","646.05","640.65","641.96","11340358","72800.82","193469","2713393","23.93","17418"
"BHARTIARTL"," 19-Apr-2021","540.75","526.45","527.42","7232945","38147.84","112044","3115681","43.08","16432"
"ATGL"," 19-Apr-2021","1134.7","1143.8","1121.66","3479821","39031.91","92976","1443213","41.47","16187"
"ASIANPAINT"," 19-Apr-2021","2663.7","2571.9","2590.54","1552036","40206.18","93671","604169","38.93","15651"
"M&M"," 19-Apr-2021","821.65","794.95","797.86","4317341","34446.3","141450","1941386","44.97","15489"
"ITC"," 19-Apr-2021","207.95","205.6","204.81","15792299","32343.44","141500","7435713","47.08","15229"
"ULTRACEMCO"," 19-Apr-2021","6715.2","6509.75","6482.84","559506","36271.9","65152","226099","40.41","14657"
"HINDALCO"," 19-Apr-2021","370.0","361.4","360.75","15435944","55685.29","121256","3965323","25.69","14304"
"ASHOKLEY"," 19-Apr-2021","113.65","109.9","108.69","36453257","39619.55","132652","12653394","34.71","13752"
"SAIL"," 19-Apr-2021","91.6","89.15","87.87","60730939","53361.72","128153","14760182","24.3","12969"
"ADANIENT"," 19-Apr-2021","1159.0","1136.35","1130.34","8565063","96814.16","155220","1121492","13.09","12676"
"GLENMARK"," 19-Apr-2021","571.9","578.9","570.51","13615161","77675.83","209552","2170206","15.94","12381"
"TECHM"," 19-Apr-2021","1010.3","1000.1","998.12","2777425","27722.06","80377","1165423","41.96","11632"
"ATUL"," 19-Apr-2021","7780.6","7629.75","7647.01","147488","11278.42","3414","141007","95.61","10782"
"DIXON"," 19-Apr-2021","3736.35","3830.45","3740.32","613612","22951.03","73369","286641","46.71","10721"
"AMBUJACEM"," 19-Apr-2021","300.7","300.95","296.93","7452061","22127.52","43410","3586547","48.13","10649"
"POWERGRID"," 19-Apr-2021","209.85","201.2","202.54","10352810","20968.22","64584","5257817","50.79","10649"
"SRTRANSFIN"," 19-Apr-2021","1378.0","1342.65","1330.72","2854467","37984.85","80792","796597","27.91","10600"
"BANDHANBNK"," 19-Apr-2021","322.65","304.9","306.79","10616671","32570.36","116677","2963385","27.91","9091"
"CADILAHC"," 19-Apr-2021","527.1","527.15","527.15","15721350","82875.44","185509","1643850","10.46","8665"
"BHARATFORG"," 19-Apr-2021","586.75","560.85","562.89","3335665","18776.06","69034","1516908","45.48","8538"
"SBILIFE"," 19-Apr-2021","914.2","906.25","900.08","1580387","14224.74","46175","947117","59.93","8524"
"ICICIGI"," 19-Apr-2021","1417.15","1360.7","1360.19","1174639","15977.37","78402","623256","53.06","8477"
"GLAND"," 19-Apr-2021","2627.2","2760.15","2706.41","832665","22535.32","72845","311492","37.41","8430"
"AUBANK"," 19-Apr-2021","1077.1","1015.85","1006.62","2142595","21567.69","78312","835940","39.02","8414"
"HDFC"," 20-Apr-2021","2492.35","2415.9","2454.68","7365765","180805.89","193822","4822407","65.47","118374"
"HDFCBANK"," 20-Apr-2021","1412.4","1391.4","1405.29","11593135","162917.07","283993","6447436","55.61","90605"
"RELIANCE"," 20-Apr-2021","1901.7","1901.15","1906.74","7939490","151385.42","202431","4616077","58.14","88016"
"INFY"," 20-Apr-2021","1362.55","1351.35","1357.18","8560766","116184.6","174560","4377456","51.13","59409"
"TCS"," 20-Apr-2021","3161.8","3144.55","3150.28","3141893","98978.43","162928","1747537","55.62","55052"
"ICICIBANK"," 20-Apr-2021","559.75","559.1","562.91","24425842","137494.61","265471","9693374","39.68","54564"
"DRREDDY"," 20-Apr-2021","4968.1","5156.75","5161.83","3484976","179888.37","229938","895744","25.7","46236"
"BAJFINANCE"," 20-Apr-2021","4479.6","4613.65","4633.76","3394597","157297.5","201098","738220","21.75","34207"
"HCLTECH"," 20-Apr-2021","994.6","961.3","972.08","9742418","94703.63","211611","3459107","35.51","33625"
"ULTRACEMCO"," 20-Apr-2021","6509.75","6200.85","6349.81","1272134","80778.15","117376","515858","40.55","32756"
"KOTAKBANK"," 20-Apr-2021","1700.75","1697.7","1713.85","3317008","56848.66","101531","1837843","55.41","31497"
"AXISBANK"," 20-Apr-2021","648.15","651.75","654.29","12296248","80453.25","175625","4319429","35.13","28261"
"MARUTI"," 20-Apr-2021","6511.75","6646.65","6616.92","914142","60488.0","69676","401144","43.88","26543"
"TATASTEEL"," 20-Apr-2021","888.05","894.0","894.65","16915293","151332.7","202685","2881739","17.04","25781"
"GRASIM"," 20-Apr-2021","1324.7","1291.9","1314.28","3688197","48473.19","107520","1833151","49.7","24092"
"SUNPHARMA"," 20-Apr-2021","640.65","645.15","648.44","13831258","89687.4","192154","3591952","25.97","23291"
"SBIN"," 20-Apr-2021","331.15","329.5","333.65","41296147","137784.55","248595","6958070","16.85","23215"
"HINDUNILVR"," 20-Apr-2021","2436.65","2397.45","2410.82","1589508","38320.22","71961","947816","59.63","22850"
"CADILAHC"," 20-Apr-2021","527.15","556.25","549.29","28048180","154065.16","303920","4014234","14.31","22049"
"ICICIPRULI"," 20-Apr-2021","452.05","477.95","491.12","23054764","113226.91","275442","4373892","18.97","21481"
"WIPRO"," 20-Apr-2021","472.75","470.1","471.11","17730691","83531.86","153624","4484639","25.29","21127"
"ITC"," 20-Apr-2021","205.6","203.55","204.65","21364882","43724.13","158567","10308540","48.25","21096"
"TATAMOTORS"," 20-Apr-2021","301.4","298.05","301.99","56740291","171349.34","293573","6928884","12.21","20924"
"APOLLOHOSP"," 20-Apr-2021","3157.4","3269.65","3264.63","2575420","84077.87","124210","636242","24.7","20770"
"LT"," 20-Apr-2021","1310.45","1331.5","1328.91","2989204","39723.9","95667","1536913","51.42","20424"
"HDFCLIFE"," 20-Apr-2021","665.95","685.2","683.21","5373233","36710.41","85025","2733014","50.86","18672"
"CIPLA"," 20-Apr-2021","946.3","949.3","951.8","10205616","97136.96","157298","1904032","18.66","18122"
"BAJAJFINSV"," 20-Apr-2021","9469.9","9819.4","9824.26","798732","78469.53","90313","180921","22.65","17774"
"TECHM"," 20-Apr-2021","1000.1","983.4","986.91","4028636","39758.99","80344","1774542","44.05","17513"
"BHARTIARTL"," 20-Apr-2021","526.45","530.2","531.74","7233304","38462.49","82776","3258127","45.04","17324"
"AUROPHARMA"," 20-Apr-2021","965.9","987.3","992.41","6961954","69091.28","135524","1680589","24.14","16678"
"M&M"," 20-Apr-2021","794.95","811.15","809.77","4830957","39119.54","86938","1880811","38.93","15230"
"SBILIFE"," 20-Apr-2021","906.25","898.95","915.45","3593124","32893.24","125244","1607415","44.74","14715"
"ADANIPORTS"," 20-Apr-2021","720.95","720.45","729.05","21315167","155397.77","243616","2001506","9.39","14591"
"LIQUIDBEES"," 20-Apr-2021","1000.0","1000.0","1000.01","1660926","16609.35","3815","1418078","85.38","14180"
"JSWSTEEL"," 20-Apr-2021","615.8","620.6","621.88","13626064","84738.0","135037","2163978","15.88","13457"
"ATGL"," 20-Apr-2021","1143.8","1154.0","1166.32","2150909","25086.53","51902","1149322","53.43","13404"
"GAIL"," 20-Apr-2021","136.4","134.4","136.33","18926713","25802.71","99115","9483610","50.11","12929"
"SRTRANSFIN"," 20-Apr-2021","1342.65","1345.05","1358.78","2499745","33965.95","45253","944634","37.79","12835"
"ASIANPAINT"," 20-Apr-2021","2571.9","2553.65","2564.75","1489287","38196.47","79691","486810","32.69","12485"
"AMBUJACEM"," 20-Apr-2021","300.95","295.7","300.9","12222234","36777.09","93900","4024385","32.93","12109"
